battery_id,policy,SOH_recent_slope,future_slope,delta_slope,model,complexity_order,predicted_delta_slope,predicted_future_slope,future_slope_error,observed_accelerating,predicted_accelerating
7,4_8C_80PER_4_8C,-6.221785154494341e-05,-0.00010145647905697719,-3.923862751203378e-05,Ridge_SOH_Policy,3,-1.7785400169481536e-05,-8.000325171442495e-05,2.145322734255224e-05,True,True
8,4_8C_80PER_4_8C,-0.00012522388687608021,-0.00016229021435307245,-3.7066327476992234e-05,Ridge_SOH_Policy,3,-2.1776387883352326e-05,-0.00014700027475943254,1.5289939593639908e-05,True,True
12,5_6C_19PER_4_6C_NEWSTRUCTURE,-2.861206412198938e-05,-4.861610004938214e-05,-2.000403592739276e-05,Ridge_SOH_Policy,3,-8.381663784383026e-06,-3.69937279063724e-05,1.1622372143009739e-05,True,True
13,5_6C_36PER_4_3C_NEWSTRUCTURE,-2.7753226406200394e-05,-4.1651519849028595e-05,-1.3898293442828201e-05,Ridge_SOH_Policy,3,-8.692435927140745e-06,-3.644566233334114e-05,5.205857515687454e-06,True,True
15,5_6C_36PER_4_3C_NEWSTRUCTURE,-3.9886602846629316e-05,-5.618750127082835e-05,-1.6300898424199033e-05,Ridge_SOH_Policy,3,-9.412742949723985e-06,-4.92993457963533e-05,6.8881554744750496e-06,True,True
17,4_8C_80PER_4_8C_NEWSTRUCTURE,-1.4516731424334236e-05,-1.702810307235847e-05,-2.5113716480242335e-06,Ridge_SOH_Policy,3,-8.48871865685216e-06,-2.3005450081186395e-05,-5.977347008827926e-06,True,True
18,5C_67PER_4C_NEWSTRUCTURE,-3.287205360188248e-05,-3.482360819932288e-05,-1.9515545974403958e-06,Ridge_SOH_Policy,3,-9.456571857821265e-06,-4.232862545970374e-05,-7.5050172603808655e-06,True,True
19,5_3C_54PER_4C_NEWSTRUCTURE,-1.7900953486493788e-05,-2.115135689224295e-05,-3.2504034057491615e-06,Ridge_SOH_Policy,3,-7.330852995097067e-06,-2.5231806481590856e-05,-4.080449589347906e-06,True,True
20,4_8C_80PER_4_8C_NEWSTRUCTURE,-2.0864817735222196e-05,-3.073740461197135e-05,-9.872586876749153e-06,Ridge_SOH_Policy,3,-7.6144952904661385e-06,-2.8479313025688333e-05,2.258091586283016e-06,True,True
21,5_6C_19PER_4_6C_NEWSTRUCTURE,-4.3507061911515033e-05,-5.035231887320699e-05,-6.845256961691955e-06,Ridge_SOH_Policy,3,-1.0416397983815496e-05,-5.392345989533053e-05,-3.571141022123541e-06,True,True
22,5_6C_36PER_4_3C_NEWSTRUCTURE,-1.923933691910002e-05,-2.386457349048182e-05,-4.625236571381798e-06,Ridge_SOH_Policy,3,-9.170896710929084e-06,-2.8410233630029105e-05,-4.545660139547286e-06,True,True
23,5_6C_19PER_4_6C_NEWSTRUCTURE,-4.158579212754088e-05,-4.877220545190004e-05,-7.186413324359163e-06,Ridge_SOH_Policy,3,-1.0187399762882623e-05,-5.17731918904235e-05,-3.0009864385234603e-06,True,True
26,5_3C_54PER_4C_NEWSTRUCTURE,-3.33461302546711e-05,-3.344272757060075e-05,-9.65973159296489e-08,Ridge_SOH_Policy,3,-8.160688415015604e-06,-4.15068186696867e-05,-8.064091099085953e-06,True,True
27,5_6C_19PER_4_6C_NEWSTRUCTURE,-2.9282661477566e-05,-4.289220242283319e-05,-1.3609540945267192e-05,Ridge_SOH_Policy,3,-7.858969042332297e-06,-3.71416305198983e-05,5.750571902934892e-06,True,True
28,5_6C_36PER_4_3C_NEWSTRUCTURE,-3.351899371624538e-05,-4.1997178296785896e-05,-8.478184580540518e-06,Ridge_SOH_Policy,3,-8.147525964441986e-06,-4.166651968068736e-05,3.306586160985335e-07,True,True
29,5C_67PER_4C_NEWSTRUCTURE,-2.904893174246245e-05,-3.770510259742059e-05,-8.656170854958138e-06,Ridge_SOH_Policy,3,-8.552992215333996e-06,-3.760192395779644e-05,1.031786396241458e-07,True,True
30,3_7C_31PER_5_9C_NEWSTRUCTURE,-0.0001473357961005602,-0.000149758925799014,-2.4231296984538137e-06,Ridge_SOH_Policy,3,-1.4780428457065343e-06,-0.00014881383894626673,9.450868527472692e-07,True,True
31,5C_67PER_4C_NEWSTRUCTURE,-2.9766028864807225e-05,-4.0524055818407554e-05,-1.075802695360033e-05,Ridge_SOH_Policy,3,-9.530594589927064e-06,-3.929662345473429e-05,1.227432363673266e-06,True,True
32,5_3C_54PER_4C_NEWSTRUCTURE,-3.0171490921104827e-05,-3.0597219838822566e-05,-4.257289177177399e-07,Ridge_SOH_Policy,3,-8.74156221269474e-06,-3.8913053133799564e-05,-8.315833294976997e-06,True,True
33,5_6C_19PER_4_6C_NEWSTRUCTURE,-2.981422548742641e-05,-3.8825232226118233e-05,-9.011006738691825e-06,Ridge_SOH_Policy,3,-1.0401714343101082e-05,-4.021593983052749e-05,-1.390707604409256e-06,True,True
34,5_6C_36PER_4_3C_NEWSTRUCTURE,-4.10993238709069e-05,-4.355830274667583e-05,-2.458978875768931e-06,Ridge_SOH_Policy,3,-1.095821553462454e-05,-5.205753940553144e-05,-8.499236658855606e-06,True,True
35,3_7C_31PER_5_9C_NEWSTRUCTURE,-0.00022419552943761685,-0.00021573465063662312,8.460878800993737e-06,Ridge_SOH_Policy,3,-1.1374274926881253e-05,-0.0002355698043644981,-1.9835153727874996e-05,False,True
36,5_3C_54PER_4C_NEWSTRUCTURE,-2.8586294851899268e-05,-3.7504827835738164e-05,-8.918532983838896e-06,Ridge_SOH_Policy,3,-7.4177982752996076e-06,-3.6004093127198874e-05,1.5007347085392898e-06,True,True
37,5C_67PER_4C_NEWSTRUCTURE,-3.0664507834336774e-05,-3.408698839070397e-05,-3.4224805563671964e-06,Ridge_SOH_Policy,3,-8.51966634807244e-06,-3.9184174182409215e-05,-5.097185791705245e-06,True,True
38,5_3C_54PER_4C_NEWSTRUCTURE,-3.667602361963803e-05,-3.9072743988880866e-05,-2.396720369242836e-06,Ridge_SOH_Policy,3,-6.860426586645766e-06,-4.35364502062838e-05,-4.463706217402931e-06,True,True
39,5_6C_19PER_4_6C_NEWSTRUCTURE,-3.1176454494057685e-05,-3.756211331021886e-05,-6.385658816161172e-06,Ridge_SOH_Policy,3,-9.596266040875633e-06,-4.077272053493332e-05,-3.210607224714465e-06,True,True
40,5_6C_36PER_4_3C_NEWSTRUCTURE,-3.833731553998993e-05,-4.761124698046617e-05,-9.27393144047624e-06,Ridge_SOH_Policy,3,-8.592658702146454e-06,-4.6929974242136384e-05,6.812727383297869e-07,True,True
41,4_8C_80PER_4_8C_NEWSTRUCTURE,-3.321846118159444e-05,-3.69823276612132e-05,-3.763866479618759e-06,Ridge_SOH_Policy,3,3.9577441282050195e-06,-2.9260717053389417e-05,7.72161060782378e-06,True,False
42,5C_67PER_4C_NEWSTRUCTURE,-2.129201729795827e-05,-2.6587957648094296e-05,-5.295940350136025e-06,Ridge_SOH_Policy,3,-8.341545963821709e-06,-2.963356326177998e-05,-3.0456056136856842e-06,True,True
43,5_3C_54PER_4C_NEWSTRUCTURE,-3.1402713410865114e-05,-3.282667722746361e-05,-1.4239638165984951e-06,Ridge_SOH_Policy,3,-6.999440638848655e-06,-3.840215404971377e-05,-5.575476822250161e-06,True,True
44,5_6C_19PER_4_6C_NEWSTRUCTURE,-3.6032789269934575e-05,-4.7477627147909566e-05,-1.144483787797499e-05,Ridge_SOH_Policy,3,-9.676069538235701e-06,-4.570885880817028e-05,1.7687683397392856e-06,True,True
45,5_6C_36PER_4_3C_NEWSTRUCTURE,-2.1427318452904048e-05,-3.133947097586187e-05,-9.912152522957825e-06,Ridge_SOH_Policy,3,-9.844407846441738e-06,-3.1271726299345786e-05,6.774467651608708e-08,True,True
46,4_8C_80PER_4_8C_NEWSTRUCTURE,-2.4536164858616792e-05,-2.426200668229713e-05,2.7415817631966236e-07,Ridge_SOH_Policy,3,-1.0096577140129026e-05,-3.4632741998745815e-05,-1.0370735316448685e-05,False,True
47,5C_67PER_4C_NEWSTRUCTURE,-1.9483602110306752e-05,-3.325483132507388e-05,-1.3771229214767129e-05,Ridge_SOH_Policy,3,-8.42045410255508e-06,-2.790405621286183e-05,5.35077511221205e-06,True,True
48,5_3C_54PER_4C_NEWSTRUCTURE,-1.8396260100133e-05,-2.357035528276616e-05,-5.174095182633163e-06,Ridge_SOH_Policy,3,-7.071684130166963e-06,-2.5467944230299962e-05,-1.8975889475338002e-06,True,True
49,4_8C_80PER_4_8C_NEWSTRUCTURE,-1.7023833100160424e-05,-2.9484317939056292e-05,-1.2460484838895868e-05,Ridge_SOH_Policy,3,-7.874116559516768e-06,-2.4897949659677193e-05,4.586368279379099e-06,True,True
